Rank	Word	Frequency	Length
1770	BASED	46717.2	5
1772	BURIED	46646.8	6
1773	THEORY	46621.5	6
1775	NOBODY	46560.6	6
1778	ENERGY	46407.9	6
1779	DICK	46399.2	4
1780	BARE	46386.5	4
1781	FOUGHT	46382.6	6
1782	PARTLY	46369.9	6
1784	HATE	46287.7	4
1785	AROSE	46271	5
1787	COLOR	46252.1	5
1788	LAKE	46240.2	4
1789	SAFETY	46193.5	6
1792	ASLEEP	46108.9	6
1793	CENTRE	46093.8	6
1794	FAINT	46085.1	5
1795	THINKS	46053.5	6
1799	ENJOY	45987.8	5
1800	DROP	45918.2	4
1802	BRIEF	45788.4	5
1805	GOODS	45735.4	5
1806	TALE	45733.1	4
1807	SKIN	45696.7	4
1808	ROOF	45695.9	4
1809	GREY	45689.6	4
1810	HIGHLY	45680.1	6
1811	CROWN	45638.1	5
1812	CASTLE	45581.2	6
1814	THRONE	45558.2	6
1815	STATED	45524.2	6
1817	EASE	45457.8	4
1819	TOTAL	45438.8	5
1821	MILE	45375.5	4
1823	CIRCLE	45281.3	6
1824	DULL	45281.3	4
1826	CLOUDS	45264.7	6
1829	PRISON	45241	6
1830	TERM	45215.7	4
1832	HIDDEN	45123.9	6
1835	MEMBER	45100.2	6
1836	CIVIL	44958.5	5
1837	APPLY	44943.5	5
1838	LABOR	44925.3	5
1841	STRIKE	44825.6	6
1842	FAIRLY	44822.5	6
1843	COMPLY	44817.7	6
1846	EVENT	44675.3	5
1847	GENTLY	44659.5	6
1853	PULLED	44473.6	6
1854	FLIGHT	44454.6	6
1857	WISHES	44411.9	6
1858	YARDS	44411.9	5
1859	VOICES	44401.6	6
1860	WEARY	44397.6	5
1861	COUPLE	44368.4	6
1863	WHILST	44316.1	6
1864	VOLUME	44293.2	6
1866	OLDER	44260	5
1868	CUSTOM	44253.6	6
1869	APART	44248.1	5
1871	AWFUL	44175.3	5
1873	LABOUR	44127.9	6
1874	ASKING	44097.8	6
1875	LOVER	44066.9	5
1878	SUIT	43998.9	4
1881	PLANS	43978.3	5
1884	LEST	43949.8	4
1887	EAGER	43919	5
1889	PAUSED	43885	6
1891	MEAT	43838.3	4
1893	MILK	43784.5	4
1894	DOGS	43682.4	4
1896	PLANTS	43609.7	6
1897	VISION	43605.7	6
1898	RARE	43603.3	4
1900	RAISE	43533.7	5
1901	EGYPT	43529.8	5
1903	COUSIN	43494.9	6
1904	YOU'VE	43454.6	6
1906	ARTHUR	43405.5	6
1908	COOL	43305.1	4
1909	TRIAL	43233.9	5
1912	BRIDGE	43143.7	6
1913	ABROAD	43081.2	6
1915	PAYING	43055.9	6
1917	WRITER	42938	6
1919	ISRAEL	42903.2	6
1922	STOCK	42862.8	5
1925	FEMALE	42767.9	6
1929	TYPE	42657.9	4
1931	SALT	42649.2	4
1933	SIGNS	42635	5
1935	TEMPER	42601.8	6
1936	PLENTY	42597	6
1937	POPE	42596.2	4
1938	AVOID	42559	5
1941	FAVOR	42434.8	5
1942	MENTAL	42347	6
1948	QUEEN	42223.6	5
1949	TEACH	42216.5	5
1950	COUNT	42207.8	5
1952	SOLEMN	42188.8	6
1953	CAUSES	42152.4	6
1956	DANCE	42075.7	5
1957	HOTEL	42072.5	5
1958	WICKED	42017.9	6
1959	FLED	41992.6	4
1960	KISSED	41987	6
1961	GUNS	41921.4	4
1962	FILL	41911.9	4
1965	GUIDE	41750.5	5
1967	ACTUAL	41729.1	6
1972	HARM	41617.6	4
1973	VIEWS	41499.7	5
1974	IRISH	41490.2	5
1976	ENDS	41431.7	4
1977	SHOP	41349.4	4
1978	STAIRS	41339.1	6
1979	PARDON	41335.1	6
1982	SELDOM	41303.5	6
1983	KINDS	41287.7	5
1984	RECORD	41281.4	6
1986	SAND	41232.3	4
1992	WORN	41117.6	4
1994	FLAT	41104.1	4
1997	GIFT	41080.4	4
1998	RUIN	41073.3	4
1999	SKILL	41029.8	5
2000	CATTLE	40983.1	6
2002	TEMPLE	40926.1	6
2003	CALLS	40860.5	5
2011	WOUND	40752.1	5
2016	WHENCE	40661.1	6
2017	RUSHED	40657.9	6
2019	BOLD	40614.4	4
2023	HELPED	40487.8	6
2025	SELL	40483.9	4
2027	SELF	40477.6	4
2030	THROAT	40414.3	6
2031	DREAMS	40383.4	6
2033	SPEED	40372.3	5
2034	GROWTH	40351	6
2036	LATIN	40314.6	5
2041	SEVERE	40200.7	6
2042	EXCUSE	40180.9	6
2044	ORIGIN	40165.1	6
2045	JOSEPH	40161.1	6
2046	SLEPT	40160.3	5
2048	THINE	40157.1	5
2050	PAGES	40117.6	5
2051	SOUNDS	40089.1	6
2052	SWIFT	40080.4	5
2054	WINGS	40014	5
2060	BASE	39900.8	4
2063	MAID	39847.8	4
2067	SOFTLY	39831.2	6
2072	SITE	39722.8	4
2073	SAIL	39713.3	4
2077	FEARED	39591.5	6
2080	STORE	39566.2	5
2082	SHALT	39534.5	5
2083	REMARK	39519.5	6
2084	COOK	39479.1	4
2086	PAUSE	39426.1	5
2089	BAND	39397.7	4
2091	HENCE	39316.2	5
2092	DESERT	39278.2	6
2094	KISS	39251.3	4
2095	PLANT	39201.5	5
2097	BALL	39180.9	4
2098	STICK	39108.1	5
2101	BEHOLD	39051.1	6
2102	FIERCE	39048	6
2106	BOSOM	38956.2	5
2107	RAGE	38949.1	4
2112	GUILTY	38836.7	6
2115	FORGOT	38668.2	6
2120	POLICE	38557.5	6
2124	SHADE	38527.4	5
2125	MURDER	38525	6
2130	HIDE	38423.8	4
2132	HORROR	38361.3	6
2133	LOCAL	38355.7	5
2138	RANGE	38284.5	5
2139	HOST	38240.2	4
2141	CLOUD	38187.2	5
2144	WASTE	38164.3	5
2152	SPEND	38033.7	5
2154	SOURCE	38004.5	6
2157	DECK	37965.7	4
2158	SEES	37923	4
2159	HABITS	37913.5	6
2160	ESTATE	37878.7	6
2161	AUNT	37832.8	4
2162	REIGN	37816.2	5
2163	HUMBLE	37795.6	6
2165	DELAY	37771.1	5
2168	HERS	37736.3	4
2172	FLOWER	37688.8	6
2173	HERO	37673.8	4
2175	DOTH	37665.1	4
2177	THANKS	37642.1	6
2178	BANKS	37623.1	5
2180	BELONG	37593.9	6
2181	FINGER	37580.4	6
2183	MARKET	37529	6
2185	WAVES	37462.5	5
2190	PICKED	37330.4	6
2195	PUSHED	37259.2	6
2196	PRESS	37241.8	5
2198	FLEET	37214.9	5
2199	BABY	37208.6	4
2200	REGION	37161.9	6
2201	LATELY	37158.7	6
2203	EXACT	37133.4	5
2204	IMAGE	37131.9	5
2205	AGES	37127.1	4
2209	BOWED	37089.9	5
2210	REFUSE	37051.9	6
2212	STAFF	37036.1	5
2214	WE'LL	37019.5	5
2217	GAZE	36916.7	4
2220	REWARD	36873.2	6
2221	MEAL	36778.2	4
2222	BLAME	36775	5
2223	NODDED	36767.1	6
2224	STATUS	36747.4	6
2227	POEM	36654	4
2228	SAVAGE	36642.9	6
2229	ARISE	36635	5
2230	VOYAGE	36628.7	6
2231	MISERY	36563.8	6
2232	GUESTS	36562.2	6
2234	ATTEND	36513.2	6
2235	AFFORD	36482.3	6
2236	DONATE	36471.3	6
2239	LOVES	36414.3	5
2241	REGRET	36381.9	6
2243	RISK	36336.8	4
2246	ANGEL	36288.5	5
2247	RAPID	36285.3	5
2252	FAME	36237.9	4
2254	ERROR	36182.5	5
2255	UTMOST	36158	6
2258	APPEAL	36123.2	6
2259	SHE'S	36120.8	5
2263	LACK	35996.6	4
2265	DAWN	35959.4	4
2267	FATAL	35917.5	5
2268	RENDER	35896.1	6
2269	CAREER	35881.1	6
2270	DESIGN	35854.2	6
2272	GETS	35843.1	4
2275	LIGHTS	35807.5	6
2278	UTTER	35777.4	5
2279	SHEEP	35725.2	5
2281	SPARE	35671.4	5
2285	'TIS	35536.9	4
2286	FARM	35520.3	4
2289	EXIST	35494.2	5
2290	CORN	35491.8	4
2292	ALIKE	35448.3	5
2294	JANE	35352.6	4
2295	ISSUE	35310.7	5
2300	TOWNS	35240.2	5
2301	FLAME	35233.1	5
2302	BOSTON	35180.9	6
2303	DARED	35177.7	5
2310	CHINA	35058.3	5
2312	FLYING	34986.3	6
2313	CLOTH	34966.5	5
2314	GAZED	34953.9	5
2315	PROFIT	34932.5	6
2316	FOURTH	34923.8	6
2317	BELL	34920.6	4
2322	ACTED	34841.5	5
2323	URGED	34841.5	5
2324	ASCII	34791.7	5
2329	BEGGED	34626.3	6
2330	HELEN	34619.2	5
2331	HOLE	34616.8	4
2333	BORNE	34548.8	5
2336	FILES	34514	5
2338	SUGAR	34501.3	5
2340	SIGH	34454.7	4
2342	THRUST	34395.3	6
2343	FRAME	34362.9	5
2345	DISK	34347.1	4
2346	HASTE	34328.9	5
2347	LONELY	34328.1	6
2348	ARTIST	34290.1	6
2349	KNIGHT	34282.2	6
2351	CHARM	34223.6	5
2353	ROLLED	34154	6
2354	EMAIL	34145.3	5
2355	FLUNG	34144.5	5
2359	VERSE	34107.3	5
2365	TURNS	33988.7	5
2366	BRANCH	33961	6
2367	OCEAN	33958.6	5
2368	REAR	33947.5	4
2369	LEADER	33937.2	6
2371	STARED	33876.3	6
2372	BOATS	33808.3	5
2373	KEEN	33788.5	4
2375	SENSES	33722.1	6
2379	INCHES	33684.1	6
2380	BONES	33679.3	5
2383	LUCK	33588.4	4
2390	HURRY	33396.1	5
2391	SCHEME	33393.7	6
2393	THENCE	33382.7	6
2398	PIPE	33218.1	4
2401	PRINT	33203.1	5
2402	SMOOTH	33167.5	6
2403	SOLID	33148.5	5
2406	BUILD	33084.4	5
2409	EGGS	33059.9	4
2412	BURNED	33008.5	6
2413	YOU'D	33008.5	5
2414	RECENT	33000.5	6
2416	TRAVEL	32951.5	6
2417	CRIES	32925.4	5
2418	NOON	32919.9	4
2419	CRYING	32901.7	6
2422	CABIN	32809.1	5
2426	HANDED	32720.5	6
2427	CEASE	32714.2	5
2430	TENT	32665.1	4
2432	ALARM	32602.6	5
2434	BEAST	32586.8	5
2435	WHAT'S	32580.5	6
2436	ALOUD	32565.4	5
2438	GATES	32509.3	5
2445	LOVING	32402.4	6
2450	MORTAL	32284.6	6
2451	STERN	32284.6	5
2454	BURDEN	32242.6	6
2455	ASPECT	32240.3	6
2457	MERRY	32182.5	5
2458	KNIFE	32177.8	5
2459	DREAD	32133.5	5
2460	CLEVER	32114.5	6
2465	SILK	32029.8	4
2467	LINKS	32009.3	5
2468	CENT	31995	4
2470	AMID	31980	4
2472	AGENT	31949.1	5
2473	FINDS	31934.9	5
2474	RUSSIA	31928.6	6
2475	BADE	31920.6	4
2478	UNION	31834.4	5
2482	LORDS	31775.1	5
2483	HELL	31770.3	4
2485	GRANT	31743.4	5
2487	TRIBES	31726.8	6
2493	MIXED	31679.4	5
2495	WOODEN	31632.7	6
2496	PREFER	31621.6	6
2498	FEVER	31586.8	5
2501	TREAT	31550.4	5
2503	FLEW	31518	4
2504	SPEAKS	31489.5	6
2508	OURS	31465	4
2515	YIELD	31347.1	5
2516	IDEAL	31343.1	5
2520	RUSH	31290.9	4
2521	FALLS	31268	5
2522	DENY	31254.5	4
2526	HADN'T	31207	6
2529	STAYED	31165.9	6
2533	SINS	31105	4
2534	NOTION	31102.6	6
2537	ANNE	31055.9	4
2540	FIRMLY	30976	6
2542	STEADY	30965.7	6
2544	EMPIRE	30925.4	6
2546	IDLE	30891.4	4
2549	ONLINE	30872.4	6
2550	AFRICA	30843.1	6
2551	PERMIT	30835.2	6
2553	TIDE	30803.6	4
2555	LEANED	30798.8	6
2559	TAIL	30699.9	4
2562	FEARS	30679.4	5
2563	NIGHTS	30650.9	6
2565	TIED	30625.6	4
2569	PORT	30537.7	4
2570	MALE	30525.9	4
2573	TREATY	30483.2	6
2575	RESTED	30450.7	6
2576	MODE	30448.3	4
2577	POURED	30431.7	6
2579	OCCUR	30399.3	5
2584	ELEVEN	30294.1	6
2585	SANK	30292.5	4
2586	BEGINS	30288.5	6
2588	BRINGS	30244.2	6
2589	TRACE	30238.7	5
2594	CHOSE	30184.1	5
2596	TRIBE	30165.9	5
2597	COSTS	30125.6	5
2601	SANG	30102.6	4
2602	BEINGS	30093.1	6
2606	SORTS	29999.8	5
2608	RUDE	29987.1	4
2611	WINDS	29930.9	5
2612	RIDING	29915.1	6
2613	SCENES	29905.6	6
2614	SHAKE	29900.9	5
2616	CLAIMS	29884.3	6
2618	MERIT	29862.9	5
2620	LAMP	29830.5	4
2625	COFFEE	29791.7	6
2629	TRAIL	29747.4	5
2630	ROMANS	29746.6	6
2635	OBEY	29679.4	4
2637	SHONE	29662	5
2640	NURSE	29567.8	5
2642	HUNGRY	29534.6	6
2643	SCOTT	29470.5	5
2645	ASSURE	29451.5	6
2647	MATCH	29445.2	5
2648	WRATH	29406.4	5
2650	REST.	29404	5
2651	GIFTS	29381.1	5
2652	FOLLY	29369.2	5
2653	CHAIN	29362.9	5
2655	DEBT	29346.3	4
2659	SHOES	29324.1	5
2660	MOOD	29319.4	4
2661	CREW	29317	4
2664	EATING	29284.6	6
2667	YARD	29253.7	4
2668	O'ER	29218.1	4
2671	VAGUE	29158	5
2680	WIVES	29022.7	5
2681	PARTED	29014	6
2683	CARED	28977.6	5
2685	OWING	28972.1	5
2686	MARTIN	28942	6
2689	JEWS	28880.3	4
2693	SETTLE	28821	6
2696	HOLDER	28802	6
2699	DUTCH	28790.1	5
2704	STEEL	28720.5	5
2706	BEHELD	28689.7	6
2707	TEST	28684.1	4
2708	NOTED	28678.6	5
2710	WIDOW	28660.4	5
2714	SHED	28565.4	4
2715	ERRORS	28560.7	6
2722	FOLKS	28478.4	5
2726	STAR	28433.3	4
2728	DEEDS	28369.2	5
2732	OATH	28324.1	4
2733	GUEST	28321	5
2737	BOTTLE	28240.3	6
2739	BLESS	28226.8	5
2740	STIR	28214.2	4
2745	INNER	28146.1	5
2750	DEED	28114.5	4
2751	DERIVE	28109.8	6
2752	HOLLOW	28106.6	6
2755	SIGHED	28101.8	6
2759	VOTE	28063.9	4
2762	OXFORD	28020.4	6
2764	LOFTY	28017.2	5
2765	ENDURE	27969.7	6
2769	ALICE	27885.9	5
2770	HATED	27883.5	5
2772	U.S.	27877.2	4
2773	ACTING	27874	6
2774	LANDED	27866.9	6
2778	SCARCE	27839.2	6
2783	HANG	27813.9	4
2785	SHOCK	27777.5	5
2789	STRAIN	27765.6	6
2790	DRANK	27750.6	5
2794	POETS	27693.6	5
2800	NEGRO	27637.4	5
2809	DEEPER	27506.1	6
2810	REPEAT	27504.5	6
2812	BEASTS	27484.8	6
2813	TRACK	27484	5
2815	HOLDS	27452.3	5
2820	SWEAR	27380.3	5
2826	QUEER	27302	5
2827	SEED	27296.5	4
2828	TOWER	27285.4	5
2829	RUNS	27276.7	4
2830	DEFEND	27261.7	6
2837	POEMS	27210.2	5
2839	STUFF	27203.9	5
2843	SOLE	27191.2	4
2844	ROADS	27188.9	5
2845	PLATE	27174.6	5
2846	MEXICO	27162.8	6
2848	PAINS	27159.6	5
2850	DWELL	27132.7	5
2852	TAXES	27100.3	5
2853	MARBLE	27081.3	6
2855	TONES	27064.7	5
2857	AWAKE	27037.8	5
2858	WALTER	27037.8	6
2859	WAVE	27034.6	4
2861	FOLK	26996.6	4
2863	BUTTER	26960.2	6
2864	FURY	26960.2	4
2866	MOSES	26908.8	5
2867	WRITES	26901.7	6
2868	ISSUED	26897.7	6
2869	SAILED	26858.2	6
2871	HATRED	26834.4	6
2873	PULL	26815.5	4
2877	ROPE	26781.4	4
2882	ARTS	26748.2	4
2883	ELDER	26727.6	5
2884	SIGNAL	26715.8	6
2887	FEAST	26689.7	5
2888	SAFELY	26650.1	6
2889	BURN	26627.2	4
2892	LESSON	26592.4	6
2893	ANNUAL	26582.9	6
2894	CARD	26574.2	4
2895	PASSES	26556	6
2898	COUNTY	26518.8	6
2899	BEATEN	26513.2	6
2901	FORMAT	26507.7	6
2902	FLOW	26504.5	4
2903	SIXTY	26488.7	5
2904	SCALE	26480.8	5
2905	DAMAGE	26479.2	6
2906	MARKS	26478.4	5
2913	OUTER	26352.6	5
2918	NAKED	26341.6	5
2920	RIVERS	26306.8	6
2921	SONGS	26299.6	5
2926	MAGIC	26210.2	5
2934	TORN	26151.7	4
2935	EXISTS	26145.4	6
2937	HUNT	26139.8	4
2940	LAWYER	26093.2	6
2942	DETAIL	26089.2	6
2944	CAESAR	26043.3	6
2949	HE'D	26014.8	4
2950	ALTAR	26013.2	5
2952	TINY	25980	4
2957	CHEST	25915.1	5
2959	PURPLE	25912	6
2961	GATHER	25905.7	6
2962	DEPTH	25902.5	5
2967	GLOOMY	25825.7	6
2969	CLERK	25785.4	5
2970	DECIDE	25779.1	6
2971	DRUNK	25774.3	5
2972	VICTIM	25770.4	6
2974	POUR	25765.6	4
2977	GAZING	25737.9	6
2978	ABSURD	25718.9	6
2979	LIFT	25715	4
2981	ARMIES	25710.2	6
2982	LIMBS	25667.5	5
2983	MANAGE	25667.5	6
2985	HUGH	25616.1	4
2986	PLAYS	25582.1	5
2989	MOTIVE	25512.5	6
2992	VERSES	25411.2	6
2998	REMOTE	25339.2	6
2999	FINISH	25337.6	6
3000	FLAG	25313.9	4
3001	BOOTS	25307.6	5
3004	DENIED	25283.8	6
3006	RARELY	25251.4	6
3010	UGLY	25169.9	4
3011	BEARS	25165.9	5
3012	SIGNED	25156.4	6
3017	WALKS	25103.4	5
3019	BADLY	25045.7	5
3020	FEED	25028.3	4
3028	PACE	24960.2	4
3035	ANGELS	24925.4	6
3036	ROLL	24922.3	4
3037	WILT	24907.2	4
3038	INCH	24887.5	4
3044	HANDLE	24805.2	6
3046	TRIP	24790.2	4
3047	SHOOT	24775.9	5
3051	FITTED	24721.3	6
3052	REFUGE	24717.4	6
3055	OWNS	24692.8	4
3057	BEARD	24658.8	5
3059	TEAR	24653.3	4
3061	RESIST	24634.3	6
3063	DEPTHS	24612.9	6
3064	MAIDEN	24599.5	6
3071	LIVELY	24553.6	6
3072	BREEZE	24552	6
3074	JEAN	24520.4	4
3079	SMELL	24476.1	5
3083	LOCKED	24438.1	6
3085	COURTS	24372.4	6
3086	EATEN	24366.9	5
3091	PICK	24343.2	4
3092	RUINED	24340	6
3094	VANITY	24324.2	6
3098	DESK	24263.3	4
3099	GROSS	24261.7	5
3100	LANE	24259.3	4
3103	BILLY	24241.9	5
3104	ROOT	24241.9	4
3109	FEELS	24189.7	5
3110	FRUITS	24181.8	6
3112	MILTON	24177.8	6
3114	BRIDE	24170.7	5
3115	RANG	24165.2	4
3116	RANKS	24146.2	5
3121	DEPEND	24080.5	6
3122	JUDGES	24065.5	6
3123	GIANT	24050.4	5
3124	GRASP	24039.4	5
3125	ARRIVE	24036.2	6
3127	AUTUMN	24030.7	6
3128	ABSENT	24029.9	6
3130	VEIL	24014	4
3131	GLOOM	23980.8	5
3135	LIMITS	23919.9	6
3137	FEEBLE	23902.5	6
3139	SHAK	23892.2	4
3141	BASIS	23866.1	5
3146	LAYING	23756.9	6
3147	PRIZE	23749	5
3149	GREEKS	23730.8	6
3156	RIVAL	23688.9	5
3159	DEFEAT	23665.2	6
3162	SHARED	23620.1	6
3170	COACH	23561.5	5
3173	SILLY	23553.6	5
3174	HUMOUR	23550.4	6
3175	MASSES	23542.5	6
3177	RECALL	23534.6	6
3180	KEEPS	23523.5	5
3183	ASSIST	23508.5	6
3184	NOVEL	23506.1	5
3186	LEADS	23492.7	5
3187	HITHER	23489.5	6
3188	TALES	23483.2	5
3189	SALE	23476.9	4
3191	LUCY	23459.5	4
3192	YONDER	23446.8	6
3195	WE'RE	23376.4	5
3196	WHEEL	23376.4	5
3199	RISEN	23364.5	5
3200	BURNT	23335.3	5
3204	MARIE	23309.9	5
3205	FLASH	23304.4	5
3209	CREATE	23259.3	6
3215	CURSE	23215.8	5
3221	ZEAL	23168.3	4
3224	GROUPS	23150.1	6
3229	FORT	23113.7	4
3230	CLUB	23099.5	4
3231	CURE	23094	4
3232	STOUT	23094	5
3233	MISSED	23090	6
3236	FLOOD	23042.5	5
3238	AGONY	23033	5
3242	MARIA	23010.1	5
3243	STUPID	22992.7	6
3244	SEAS	22991.9	4
3246	GRAIN	22985.6	5
3255	CANADA	22872.4	6
3256	DAY'S	22868.5	5
3257	ASSUME	22844.8	6
3260	STEEP	22823.4	5
3261	ROUTE	22808.4	5
3264	CLOSER	22770.4	6
3268	WIRE	22741.1	4
3270	CREPT	22735.6	5
3271	GREECE	22734	6
3273	KNEE	22696	4
3274	SADDLE	22691.3	6
3277	MOSTLY	22658	6
3280	MUTUAL	22639.8	6
3281	SCORN	22638.3	5
3282	GROWS	22628	5
3284	AGENTS	22586.8	6
3287	LOSING	22575	6
3289	CLOCK	22548.9	5
3292	INJURY	22525.9	6
3293	ROOTS	22522.8	5
3295	JUMPED	22518.8	6
3297	SORE	22499.8	4
3299	FINEST	22488	6
3300	ENABLE	22482.4	6
3310	SLIP	22402.5	4
3313	GIRL'S	22366.1	6
3314	FARMER	22364.5	6
3316	FIRES	22362.2	5
3317	WEPT	22355	4
3318	BEHALF	22346.3	6
3319	RECKON	22346.3	6
3323	STROKE	22326.6	6
3326	DIRTY	22289.4	5
3332	OFFERS	22252.2	6
3339	DARING	22198.4	6
3340	CAVE	22174.7	4
3341	WARS	22170.7	4
3342	CONVEY	22166.7	6
3343	HE'LL	22163.6	5
3352	SUBMIT	22087.6	6
3357	STIFF	22057.6	5
3359	SCORE	22052	5
3360	VIRGIN	22052	6
3364	HUNGER	21975.3	6
3370	COTTON	21910.4	6
3371	RUTH	21907.3	4
3376	BLOWS	21851.1	5
3377	PLAINS	21847.1	6
3379	RENT	21836.8	4
3380	PREY	21827.4	4
3381	OWED	21813.1	4
3386	SHEET	21798.1	5
3391	SAMUEL	21760.1	6
3392	WAGES	21755.4	5
3393	PAPA	21749.8	4
3398	DEADLY	21718.2	6
3399	CHIN	21717.4	4
3401	GLOW	21707.1	4
3404	ADAM	21681.8	4
3406	LEAF	21659.6	4
3409	ALLAH	21647	5
3410	JONES	21635.1	5
3417	POUND	21572.6	5
3420	PIERRE	21522.8	6
3421	SUNK	21519.6	4
3422	RUINS	21516.4	5
3424	ROSES	21511.7	5
3428	TABLES	21432.6	6
3429	BEACH	21431.8	5
3433	FLOUR	21409.6	5
3440	ROAR	21378.8	4
3447	SEATS	21348.7	5
3448	BARK	21347.1	4
3452	WAKE	21326.6	4
3454	PRAYED	21309.2	6
3457	DOLLAR	21293.3	6
3459	CALMLY	21282.3	6
3460	OBEYED	21275.9	6
3465	JEST	21238.7	4
3467	WASHED	21200.8	6
3469	METAL	21196	5
3471	NERVES	21177.8	6
3477	ENTITY	21142.2	6
3479	DEPART	21135.9	6
3480	SWUNG	21134.3	5
3483	COLONY	21126.4	6
3485	WING	21122.5	4
3487	LION	21119.3	4
3495	DWELT	21071	5
3497	TRICK	21052.8	5
3499	COLUMN	21046.5	6
3503	DRAMA	21014.9	5
3504	JOKE	21010.1	4
3506	MIST	20999	4
3508	SHELL	20981.6	5
3511	NEST	20950	4
3518	FETCH	20895.4	5
3519	TOMB	20895.4	4
3520	CANDLE	20894.6	6
3522	COARSE	20870.1	6
3523	HEAP	20866.1	4
3525	HOMES	20847.9	5
3526	MODEL	20843.2	5
3527	MEN'S	20819.4	5
3528	DEFECT	20818.7	6
3532	HINT	20802	4
3537	CRAFT	20753.8	5
3538	ACID	20752.2	4
3539	NAMELY	20747.5	6
3540	ASIA	20744.3	4
3542	DATA	20722.9	4
3543	WEAPON	20717.4	6
3546	REPOSE	20701.6	6
3548	COPIED	20700	6
3549	PINK	20698.4	4
3550	USER	20696	4
3551	HEELS	20695.2	5
3554	INCOME	20679.4	6
3555	I.E.	20661.2	4
3560	BISHOP	20628.8	6
3563	FLAMES	20613.8	6
3566	SPORT	20588.4	5
3567	POWDER	20587.6	6
3568	BEDS	20576.6	4
3569	ORANGE	20573.4	6
3571	SHOUT	20548.9	5
3573	BATH	20495.9	4
3575	CHAP	20493.5	4
3577	ROUSED	20491.1	6
3582	VULGAR	20448.4	6
3585	SUNSET	20435	6
3587	MAIL	20423.9	4
3590	ABODE	20409.6	5
3592	PAINT	20381.2	5
3595	MILD	20353.5	4
3599	PARISH	20302.8	6
3604	BASKET	20219.8	6
3605	EASIER	20216.6	6
3607	QUIT	20213.4	4
3609	MIRROR	20210.3	6
3610	PLOT	20208.7	4
3612	UPWARD	20192.9	6
3613	SADLY	20191.3	5
3615	ADDING	20187.3	6
3616	MODEST	20185.7	6
3617	DISH	20176.3	4
3618	CARES	20161.2	5
3619	STRAW	20158.9	5
3626	WOUNDS	20076.6	6
3627	WARMTH	20071.8	6
3631	RAYS	20040.2	4
3633	LOVERS	20030.7	6
3635	SHORES	20017.2	6
3636	TODAY	20016.4	5
3640	INTEND	19999	6
3646	ROCKY	19916.8	5
3647	PIOUS	19900.9	5
3648	WONT	19900.9	4
3649	STEAM	19892.2	5
3661	POISON	19814.7	6
3663	MAYBE	19771.2	5
3664	RIFLE	19769.6	5
3665	WARNED	19767.2	6
3667	SHIELD	19736.4	6
3669	EMPLOY	19722.1	6
3671	TALENT	19714.2	6
3672	RISES	19713.4	5
3674	CHAIRS	19690.5	6
3676	UNLIKE	19687.3	6
3678	MATE	19655.7	4
3683	AGED	19628.8	4
3684	OHIO	19605.1	4
3685	ASHES	19593.2	5
3686	GHOST	19563.9	5
3689	BUSHES	19541	6
3694	ESTEEM	19478.5	6
3695	BLEW	19452.4	4
3697	WASH	19425.5	4
3700	CLAY	19398.6	4
3702	TRUNK	19374.8	5
3705	DRIED	19369.3	5
3707	CHIEFS	19347.1	6
3708	COAL	19337.7	4
3709	STOLEN	19337.7	6
3713	LASTED	19324.2	6
3716	CANOE	19310.8	5
3718	VICE	19294.1	4
3719	RACES	19291	5
3720	DEEMED	19279.1	6
3722	PILE	19276.7	4
3724	CHAPEL	19251.4	6
3726	SPELL	19236.4	5
3729	QUOTED	19226.9	6
3730	AREA	19226.1	4
3731	BONE	19221.4	4
3734	FORMAL	19211.9	6
3738	MONDAY	19175.5	6
3741	GRIM	19161.2	4
3742	LEAPED	19157.3	6
3743	VENICE	19153.3	6
3746	EDITOR	19143	6
3750	REMEDY	19135.9	6
3752	PURSUE	19121.7	6
3754	POLE	19116.9	4
3755	GLADLY	19111.4	6
3756	LINEN	19109.8	5
3757	VITAL	19099.5	5
3758	SINK	19096.4	4
3765	WARD	19060.8	4
3766	NEPHEW	19041.8	6
3768	CHEER	19029.9	5
3769	BLOODY	19023.6	6
3770	SIEGE	19020.4	5
3776	ADMIRE	18965	6
3777	OPENLY	18962.7	6
3779	ABIDE	18940.5	5
3783	POLLY	18909.6	5
3789	VARIED	18858.2	6
3791	WILSON	18857.4	6
3793	SETS	18848.7	4
3796	ENVY	18837.7	4
3797	LOAD	18836.9	4
3799	FOLDED	18829	6
3800	BRASS	18824.2	5
3806	SUMMIT	18806	6
3807	ALAS	18755.4	4
3808	FIFTH	18753	5
3809	CENTER	18747.5	6
3810	FACED	18734.8	5
3811	CHEAP	18723.7	5
3812	SAINTS	18722.9	6
3816	OWNED	18702.4	5
3819	SEIZE	18670.7	5
3822	ALTER	18660.4	5
3824	FENCE	18652.5	5
3827	STATUE	18632	6
3829	LUXURY	18614.6	6
3831	DOUBTS	18597.2	6
3832	SAVING	18594.8	6
3834	STRING	18586.1	6
3837	FADED	18573.4	5
3838	ARREST	18570.3	6
3841	STRICT	18564.7	6
3844	INTENT	18559.2	6
3848	ANDREW	18543.4	6
3854	LIKES	18508.5	5
3855	CORPS	18503.8	5
3856	HEROIC	18497.5	6
3857	INFORM	18494.3	6
3858	WIFE'S	18488.8	6
3861	NOBLES	18462.7	6
3864	JUDGED	18441.3	6
3866	WHEELS	18427.8	6
3869	PACK	18390.7	4
